city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
上海,独栋·华润置地·有巢公寓 芦恒路店 【短租特价】近世博前滩/地铁站50米/免费健身房/一室一厅/直达人广/月付可开票 1室1厅,独栋,,,,48.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房,华润置地·有巢公寓,11天前维护,4850
上海,整租·凌兆新村(凌兆路379弄) 1室1厅 南,整租,浦东,三林,凌兆新村(凌兆路379弄),49.84,1,1,1,南,中,6,官方核验|近地铁,链家,4天前维护,4500
上海,整租·绿地天呈 3室1厅 南,整租,嘉定,菊园新区,绿地天呈,90.73,3,1,1,南,低,20,官方核验,链家,3天前维护,4500
上海,独栋·华润置地·有巢公寓 芦恒路店 地铁站旁/央企直租 全新家电实墙隔音/直达前滩/无中介费 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房,华润置地·有巢公寓,12天前维护,3094
上海,整租·鞍山六村 1室1厅 南,整租,杨浦,鞍山,鞍山六村,42.47,1,1,1,南,中,5,官方核验|近地铁|精装,链家,,4200
上海,独栋·华润置地·有巢公寓 芦恒路店 【短租特价房】直达人民广场/无中介费/拎包入住/八号线地铁站旁 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,华润置地·有巢公寓,11天前维护,3172
上海,整租·东旺公寓 1室1厅 南,整租,普陀,长征,东旺公寓,62.99,1,1,1,南,高,7,官方核验|精装,链家,1天前维护,4800
上海,独栋·城方公寓 耀华璟耀社区 老带新-国企直租 保租房一室 民用水电燃 近前滩 1室1厅,独栋,,,,48.61,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房,城方公寓,10个月前维护,6573-6672
上海,整租·信达蓝尊 3室2厅 南,整租,松江,松江大学城,信达蓝尊,90.98,3,2,1,南,低,19,官方核验,链家,3天前维护,5300
上海,整租·安高申宸院 3室2厅 南,整租,浦东,唐镇,安高申宸院,98.58,3,2,2,南,低,18,官方核验|近地铁|精装|双卫生间|随时看房,链家,1天前维护,7800
